Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Seniority_Days,ChildrenTotal,HasChildren,TotalSpend,TotalPurchases,TotalCampaignsAccepted,WebEngagement,R_Score,F_Score,M_Score,RFM_Score,RFM_Segmento
Graduation,Partner,0.35820149280382846,1,1,0.5151515151515152,0.035498995311453445,0.02512562814070352,0.011014492753623189,0.007722007722007722,0.049429657794676805,0.011049723756906077,0.2,0.1111111111111111,0.0,0.23076923076923078,0.4,0,0,0,0,0,0,0,0.2857142857142857,0.7896995708154515,2,1,0.036111111111111115,0.20930232558139533,0.0,0.375,2,2,2,6,Potencial
Graduation,Partner,0.3216849398235777,0,0,0.20202020202020204,0.05626255860683188,0.02512562814070352,0.022028985507246378,0.5791505791505792,0.045627376425855515,0.07734806629834254,0.13333333333333333,0.14814814814814814,0.03571428571428571,0.46153846153846156,0.35000000000000003,0,0,0,0,0,0,0,0.8928571428571427,0.9542203147353367,0,0,0.12380952380952381,0.3023255813953488,0.0,0.5714285714285714,4,2,2,8,Leais
Postgraduate,Partner,0.6719849291096746,0,1,0.9191919191919192,0.6778298727394507,0.4020100502512563,0.288695652173913,0.0,0.060836501901140684,0.4861878453038674,0.13333333333333333,0.4074074074074074,0.14285714285714285,0.6923076923076923,0.25,0,0,0,1,0,0,0,0.8392857142857143,0.6552217453505014,1,1,0.7051587301587302,0.6046511627906976,0.25,2.2,1,4,4,9,Leais
Undergraduate,Alone,0.286436198707189,1,0,0.8686868686868687,0.0026791694574681848,0.08542713567839195,0.011014492753623189,0.11583011583011583,0.09125475285171103,0.10773480662983426,0.13333333333333333,0.07407407407407407,0.03571428571428571,0.23076923076923078,0.30000000000000004,0,0,0,0,0,0,0,0.1964285714285714,0.8626609442060094,1,1,0.050793650793650794,0.18604651162790697,0.0,0.3333333333333333,1,1,2,4,Em risco
Graduation,Partner,0.31525659797864364,0,0,0.4141414141414142,0.05760214333556597,0.010050251256281407,0.042318840579710144,0.26640926640926643,0.1444866920152091,0.13259668508287292,0.06666666666666667,0.14814814814814814,0.07142857142857142,0.38461538461538464,0.4,0,0,0,0,0,0,0,0.25,0.9871244635193142,0,0,0.12341269841269842,0.27906976744186046,0.0,0.5,3,2,2,7,Potencial
Graduation,Partner,0.006401557087246884,1,0,0.42424242424242425,0.0006697923643670462,0.005025125628140704,1.0,0.003861003861003861,0.0038022813688212928,0.0027624309392265192,1.0,0.0,1.0,0.0,0.05,0,0,0,0,0,0,0,0.3035714285714285,0.7711015736766811,1,1,0.6845238095238095,1.0,0.0,0.0,3,4,4,11,Campeões
Postgraduate,Partner,0.5078122209921073,0,1,0.6363636363636365,0.5807099799062291,0.0,0.049855072463768114,0.0,0.0,0.052486187845303865,0.2,0.07407407407407407,0.10714285714285714,0.6923076923076923,0.4,0,1,0,0,0,0,0,0.8392857142857143,0.7911301859799718,1,1,0.38373015873015875,0.3953488372093023,0.25,0.25,2,3,3,8,Leais
Postgraduate,Partner,0.5677832934538052,0,1,0.0,0.2572002679169457,0.0,0.059130434782608696,0.08108108108108109,0.12167300380228137,0.013812154696132596,0.2,0.2222222222222222,0.07142857142857142,0.6923076923076923,0.2,0,0,0,0,0,0,0,0.7499999999999999,0.24177396280400654,1,1,0.2138888888888889,0.46511627906976744,0.0,1.5,4,3,3,10,Campeões
Graduation,Partner,0.3478357915788722,0,1,0.696969696969697,0.18084393837910248,0.01507537688442211,0.01565217391304348,0.15057915057915058,0.022813688212927757,0.2734806629834254,0.4666666666666667,0.25925925925925924,0.03571428571428571,0.38461538461538464,0.4,0,0,0,0,0,0,0,0.8035714285714285,0.6695278969957084,1,1,0.17420634920634923,0.46511627906976744,0.0,0.875,2,3,3,8,Leais
Graduation,Alone,0.15052140994964466,0,0,0.8989898989898991,0.004018754186202277,0.020100502512562814,0.014492753623188406,0.05791505791505792,0.045627376425855515,0.03591160220994475,0.13333333333333333,0.07407407407407407,0.03571428571428571,0.23076923076923078,0.35000000000000003,0,0,0,0,0,0,0,0.4821428571428571,0.7768240343347648,0,0,0.027777777777777776,0.18604651162790697,0.0,0.2857142857142857,1,1,2,4,Em risco
Graduation,Partner,0.4609567515445877,1,1,0.04040404040404041,0.115874079035499,0.020100502512562814,0.017391304347826087,0.011583011583011584,0.022813688212927757,0.11325966850828728,0.26666666666666666,0.18518518518518517,0.03571428571428571,0.3076923076923077,0.35000000000000003,0,0,0,0,0,0,0,0.3571428571428571,0.5693848354792568,2,1,0.1,0.32558139534883723,0.0,0.7142857142857143,4,2,2,8,Leais
Graduation,Alone,0.44803757008678263,1,0,0.19191919191919193,0.003348961821835231,0.005025125628140704,0.0017391304347826085,0.011583011583011584,1.0,1.0,0.0,1.0,0.0,0.0,0.05,0,0,0,0,0,0,0,0.1785714285714285,0.7067238912732483,1,1,0.2507936507936508,0.627906976744186,0.0,27.0,4,4,3,11,Campeões
Graduation,Partner,0.3270418913610228,1,0,0.26262626262626265,0.02411252511721366,0.010050251256281407,0.02434782608695652,0.07722007722007722,0.07984790874524715,0.027624309392265192,0.13333333333333333,0.07407407407407407,0.03571428571428571,0.3076923076923077,0.15000000000000002,0,0,0,0,0,0,0,0.125,0.5636623748211731,1,1,0.05,0.20930232558139533,0.0,0.6666666666666666,3,2,2,7,Potencial
Postgraduate,Partner,0.7400449983929145,0,0,0.9696969696969697,0.4581379772270596,0.5025125628140703,0.4643478260869565,0.08108108108108109,0.2509505703422053,0.0,0.06666666666666667,0.2222222222222222,0.3214285714285714,0.7692307692307693,0.1,0,0,1,0,0,0,0,0.5535714285714285,0.31330472103004325,0,0,0.6615079365079365,0.6046511627906976,0.25,3.0,1,4,4,9,Leais
Postgraduate,Alone,0.08257740794971609,0,0,0.3434343434343435,0.0053583389149363695,0.020100502512562814,0.005797101449275362,0.007722007722007722,0.0076045627376425855,0.011049723756906077,0.13333333333333333,0.1111111111111111,0.0,0.23076923076923078,0.25,0,0,0,0,0,0,0,0.125,0.05436337625178833,0,0,0.00992063492063492,0.18604651162790697,0.0,0.6,3,1,1,5,Em risco
Postgraduate,Partner,0.329363237027249,0,0,0.5656565656565657,0.07501674480910918,0.08542713567839195,0.025507246376811593,0.1312741312741313,0.08365019011406843,0.2458563535911602,0.06666666666666667,0.07407407407407407,0.17857142857142855,0.23076923076923078,0.15000000000000002,0,0,0,0,0,0,0,0.5892857142857143,0.5922746781115888,0,0,0.12420634920634921,0.2558139534883721,0.0,0.6666666666666666,2,2,2,6,Potencial
Graduation,Partner,0.34657690796757257,0,1,0.31313131313131315,0.07367716008037509,0.0,0.002898550724637681,0.007722007722007722,0.0,0.008287292817679558,0.13333333333333333,0.07407407407407407,0.03571428571428571,0.3076923076923077,0.25,0,1,0,0,0,0,0,0.4642857142857143,0.896995708154507,1,1,0.04563492063492063,0.20930232558139533,0.25,0.4,3,2,2,7,Potencial
Postgraduate,Alone,0.4006999750008928,0,2,0.08080808080808081,0.06430006697923643,0.06030150753768844,0.05565217391304347,0.1274131274131274,0.08365019011406843,0.11878453038674033,0.4,0.14814814814814814,0.03571428571428571,0.46153846153846156,0.30000000000000004,0,0,0,0,0,0,1,0.7857142857142857,0.8698140200286124,2,1,0.11785714285714285,0.3953488372093023,0.0,0.6666666666666666,4,3,2,9,Leais
Postgraduate,Partner,0.5975411592443126,0,0,0.04040404040404041,0.32283991962491626,0.1708542713567839,0.27304347826086955,0.4594594594594595,0.2585551330798479,0.06077348066298342,0.06666666666666667,0.1111111111111111,0.17857142857142855,0.6923076923076923,0.35000000000000003,0,0,0,0,0,0,0,0.8928571428571427,0.7067238912732483,0,0,0.4726190476190476,0.41860465116279066,0.0,0.42857142857142855,4,3,4,11,Campeões
Postgraduate,Alone,0.425511588871826,1,1,0.5555555555555556,0.02679169457468185,0.0,0.011014492753623189,0.007722007722007722,0.0038022813688212928,0.008287292817679558,0.06666666666666667,0.07407407407407407,0.0,0.23076923076923078,0.35000000000000003,0,0,0,0,0,0,0,0.8035714285714285,0.43490701001430665,2,1,0.023809523809523808,0.13953488372093023,0.0,0.2857142857142857,2,1,1,4,Em risco
Postgraduate,Partner,0.585898717902932,0,1,0.37373737373737376,0.47019423978566643,0.08542713567839195,0.08753623188405797,0.0,0.030418250950570342,0.09668508287292818,0.3333333333333333,0.18518518518518517,0.21428571428571427,0.9230769230769231,0.1,0,0,0,0,0,0,0,0.4642857142857143,0.25751072961373467,1,1,0.3603174603174603,0.6511627906976745,0.0,2.5,3,4,3,10,Campeões
Undergraduate,Partner,0.19631441734223778,1,0,0.7676767676767677,0.004018754186202277,0.01507537688442211,0.008115942028985508,0.05791505791505792,0.026615969581749048,0.09944751381215469,0.2,0.1111111111111111,0.03571428571428571,0.15384615384615385,0.35000000000000003,0,0,0,0,0,0,0,0.3571428571428571,0.42918454935622385,1,1,0.030158730158730156,0.20930232558139533,0.0,0.42857142857142855,1,2,2,5,Em risco
Graduation,Alone,0.3633709510374629,0,1,1.0,0.036838580040187544,0.0,0.003478260869565217,0.007722007722007722,0.0,0.011049723756906077,0.13333333333333333,0.037037037037037035,0.03571428571428571,0.23076923076923078,0.25,0,0,0,0,0,0,0,0.4107142857142857,0.19742489270386265,1,1,0.024603174603174603,0.16279069767441862,0.0,0.2,1,1,1,3,Inativos
Postgraduate,Alone,0.42157422949180384,0,0,0.5353535353535354,0.2926992632283992,0.04020100502512563,0.11942028985507246,0.6177606177606177,0.18631178707224336,0.11602209944751381,0.13333333333333333,0.25925925925925924,0.3571428571428571,0.38461538461538464,0.30000000000000004,1,0,0,0,0,0,1,0.9464285714285713,0.733905579399142,0,0,0.35595238095238096,0.5581395348837209,0.25,1.1666666666666667,2,4,3,9,Leais
Graduation,Partner,0.6989125388378986,0,1,0.030303030303030304,0.28198258539852644,0.38190954773869346,0.31072463768115943,0.31660231660231664,0.6768060836501901,0.281767955801105,0.13333333333333333,0.2962962962962963,0.21428571428571427,0.38461538461538464,0.2,0,0,0,0,0,0,0,0.2857142857142857,0.6094420600858372,1,1,0.5515873015873016,0.4883720930232558,0.0,2.0,4,3,4,11,Campeões
Postgraduate,Partner,0.1681100674975894,1,0,0.888888888888889,0.0087073007367716,0.005025125628140704,0.01681159420289855,0.011583011583011584,0.0,0.019337016574585635,0.13333333333333333,0.07407407407407407,0.0,0.23076923076923078,0.4,0,0,0,0,0,0,0,0.1964285714285714,0.6781115879828334,1,1,0.01904761904761905,0.16279069767441862,0.0,0.25,1,1,1,3,Inativos
Graduation,Partner,0.18092210992464555,0,1,0.04040404040404041,0.006028131279303415,0.0,0.003478260869565217,0.011583011583011584,0.0038022813688212928,0.008287292817679558,0.06666666666666667,0.0,0.0,0.23076923076923078,0.25,0,0,0,0,0,0,0,0.6964285714285713,0.7896995708154515,1,1,0.006746031746031746,0.09302325581395349,0.0,0.0,4,1,1,6,Potencial
Postgraduate,Alone,0.47636691546730475,0,0,0.8080808080808082,0.05425318151373074,0.05527638190954774,0.028985507246376812,0.011583011583011584,0.0076045627376425855,0.10773480662983426,0.06666666666666667,0.037037037037037035,0.10714285714285714,0.3076923076923077,0.1,0,0,0,0,0,0,0,0.6607142857142857,0.3376251788268956,0,0,0.07182539682539682,0.20930232558139533,0.0,0.5,1,2,2,5,Em risco
Postgraduate,Partner,0.051516017285096964,1,0,0.19191919191919193,0.0020093770931011385,0.005025125628140704,0.005797101449275362,0.011583011583011584,0.0076045627376425855,0.03314917127071823,0.2,0.07407407407407407,0.0,0.23076923076923078,0.25,0,0,0,0,0,0,0,0.375,0.3862660944206011,1,1,0.010317460317460317,0.18604651162790697,0.0,0.4,4,2,1,7,Potencial
Graduation,Alone,0.69828756115853,0,0,0.7272727272727273,0.08238446081714668,0.8241206030150754,0.15420289855072464,0.8764478764478765,0.11406844106463879,0.48066298342541436,0.06666666666666667,0.07407407407407407,0.14285714285714285,0.6923076923076923,0.05,0,0,0,0,0,0,0,0.3571428571428571,0.001430615164521143,0,0,0.3884920634920635,0.37209302325581395,0.0,2.0,2,3,3,8,Leais
Undergraduate,Partner,0.051516017285096964,0,0,0.24242424242424243,0.0020093770931011385,0.09045226130653267,0.008115942028985508,0.05791505791505792,0.08365019011406843,0.13812154696132595,0.2,0.1111111111111111,0.03571428571428571,0.23076923076923078,0.45,0,0,0,0,0,0,1,0.0,0.8540772532188843,0,0,0.04642857142857143,0.23255813953488372,0.0,0.3333333333333333,4,2,2,8,Leais
Graduation,Partner,0.3571122459912146,1,0,0.9292929292929294,0.0087073007367716,0.03015075376884422,0.008695652173913044,0.011583011583011584,0.019011406844106463,0.03591160220994475,0.06666666666666667,0.07407407407407407,0.0,0.15384615384615385,0.5,0,0,0,0,0,0,0,0.4999999999999999,0.5736766809728184,1,1,0.01984126984126984,0.11627906976744186,0.0,0.2,1,1,1,3,Inativos
Graduation,Alone,0.44803757008678263,2,1,0.9696969696969697,0.032150033489618215,0.02512562814070352,0.027826086956521737,0.02316602316602317,0.03802281368821293,0.019337016574585635,0.2,0.07407407407407407,0.03571428571428571,0.3076923076923077,0.30000000000000004,0,0,0,0,0,0,0,0.8035714285714285,0.2560801144492135,3,1,0.04722222222222222,0.23255813953488372,0.0,0.3333333333333333,1,2,2,5,Em risco
Postgraduate,Partner,0.6322988464697689,1,1,0.393939393939394,0.5532484929671801,0.25125628140703515,0.183768115942029,0.19305019305019305,0.1444866920152091,0.10497237569060773,0.6,0.18518518518518517,0.07142857142857142,0.9230769230769231,0.4,0,0,0,0,0,0,0,0.7499999999999999,0.8555078683834054,2,1,0.5214285714285715,0.6511627906976745,0.0,0.625,3,4,4,11,Campeões
Graduation,Alone,0.5692296703689154,0,1,0.29292929292929293,0.1640991292699263,0.09547738693467336,0.07246376811594203,0.14285714285714285,0.25475285171102663,0.03867403314917127,0.06666666666666667,0.14814814814814814,0.07142857142857142,0.7692307692307693,0.1,0,0,0,0,0,0,0,0.6964285714285713,0.06866952789699621,1,1,0.19920634920634922,0.3953488372093023,0.0,2.0,3,3,3,9,Leais
Postgraduate,Partner,0.691162815613728,0,0,0.020202020202020204,0.43536503683858,0.18592964824120603,0.45217391304347826,0.10424710424710425,0.6349809885931559,0.08839779005524862,0.06666666666666667,0.2222222222222222,0.3214285714285714,1.0,0.15000000000000002,0,0,0,0,0,0,0,0.5714285714285713,0.9828326180257516,0,0,0.6698412698412698,0.6744186046511628,0.0,2.0,4,4,4,12,Campeões
Graduation,Alone,0.304096282275633,1,0,0.5454545454545455,0.008037508372404554,0.03015075376884422,0.011594202898550725,0.11583011583011583,0.0038022813688212928,0.008287292817679558,0.13333333333333333,0.07407407407407407,0.0,0.23076923076923078,0.35000000000000003,0,0,0,0,0,0,0,0.3392857142857143,0.7768240343347648,1,1,0.026587301587301587,0.16279069767441862,0.0,0.2857142857142857,2,1,2,5,Em risco
Graduation,Alone,0.7218670761758508,0,0,0.5454545454545455,0.3415941058271936,0.6030150753768845,0.3188405797101449,0.6023166023166023,0.1520912547528517,0.6657458563535912,0.06666666666666667,0.14814814814814814,0.3214285714285714,0.5384615384615385,0.05,1,0,0,1,0,0,1,0.3392857142857143,0.03147353361945715,0,0,0.6396825396825397,0.4883720930232558,0.5,4.0,2,3,4,9,Leais
Graduation,Partner,0.5771490303917717,1,1,0.5757575757575758,0.21969189551239116,0.04522613065326633,0.07188405797101449,0.04633204633204634,0.09125475285171103,0.3011049723756906,0.4666666666666667,0.14814814814814814,0.07142857142857142,0.7692307692307693,0.15000000000000002,0,0,0,0,0,0,0,0.3214285714285714,0.5464949928469247,2,1,0.2384920634920635,0.5348837209302325,0.0,1.3333333333333333,2,4,3,9,Leais
Postgraduate,Partner,0.720099282168494,0,0,0.5555555555555556,0.6590756865371734,0.2562814070351759,0.25043478260869567,0.694980694980695,0.45627376425855515,0.5248618784530387,0.06666666666666667,0.1111111111111111,0.3571428571428571,1.0,0.05,0,0,1,0,0,0,1,0.7321428571428571,0.8397711015736773,0,0,0.7746031746031746,0.627906976744186,0.25,3.0,2,4,4,10,Campeões
Graduation,Alone,0.6120942109210384,0,0,0.30303030303030304,0.19758874748827862,0.17587939698492464,0.27942028985507245,0.4671814671814672,0.45627376425855515,0.11049723756906077,0.06666666666666667,0.18518518518518517,0.17857142857142855,0.7692307692307693,0.15000000000000002,0,0,0,0,0,0,1,0.5357142857142857,0.6480686695278974,0,0,0.43174603174603177,0.4883720930232558,0.0,1.6666666666666667,3,3,4,10,Campeões
Graduation,Alone,0.2339916431556016,1,0,0.31313131313131315,0.0087073007367716,0.0,0.00463768115942029,0.007722007722007722,0.0038022813688212928,0.013812154696132596,0.06666666666666667,0.037037037037037035,0.0,0.3076923076923077,0.15000000000000002,0,0,0,0,0,0,0,0.1428571428571428,0.08869814020028688,1,1,0.009523809523809525,0.13953488372093023,0.0,0.3333333333333333,3,1,1,5,Em risco
Graduation,Alone,0.44803757008678263,1,0,0.5757575757575758,0.007367716008037508,0.01507537688442211,0.012753623188405797,0.007722007722007722,0.0076045627376425855,0.016574585635359115,0.13333333333333333,0.07407407407407407,0.0,0.23076923076923078,0.30000000000000004,0,0,0,0,0,0,0,0.25,0.5393419170243208,1,1,0.01626984126984127,0.16279069767441862,0.0,0.3333333333333333,2,1,1,4,Em risco
Postgraduate,Partner,0.4841255669440377,0,1,0.6363636363636365,0.2993971868720696,0.0,0.016231884057971015,0.0,0.0,0.11878453038674033,0.2,0.2962962962962963,0.07142857142857142,0.46153846153846156,0.35000000000000003,0,0,0,0,0,0,0,0.4999999999999999,0.1688125894134478,1,1,0.20357142857142857,0.4418604651162791,0.0,1.1428571428571428,2,3,3,8,Leais
Postgraduate,Alone,0.661110317488661,0,0,0.12121212121212122,0.4768921634293369,0.1306532663316583,0.3118840579710145,0.26640926640926643,0.049429657794676805,0.22099447513812154,0.06666666666666667,0.1111111111111111,0.21428571428571427,0.8461538461538463,0.05,0,1,1,0,0,0,1,0.25,0.5150214592274684,0,0,0.5686507936507936,0.4883720930232558,0.5,3.0,4,3,4,11,Campeões
Graduation,Partner,0.579648941109246,1,1,0.18181818181818182,0.30274614869390487,0.09045226130653267,0.059130434782608696,0.06177606177606178,0.06844106463878327,0.016574585635359115,0.26666666666666666,0.14814814814814814,0.07142857142857142,0.9230769230769231,0.15000000000000002,0,0,0,0,0,0,0,0.375,0.9442060085836914,2,1,0.24087301587301588,0.5116279069767442,0.0,1.3333333333333333,4,4,3,11,Campeões
Graduation,Alone,0.5365254812328131,0,1,0.26262626262626265,0.35030140656396513,0.035175879396984924,0.07768115942028986,0.14285714285714285,0.053231939163498096,0.46685082872928174,0.26666666666666666,0.2962962962962963,0.07142857142857142,0.7692307692307693,0.35000000000000003,0,0,0,0,0,0,0,0.7857142857142857,0.7095851216022897,1,1,0.3488095238095238,0.5581395348837209,0.0,1.1428571428571428,3,4,3,10,Campeões
Postgraduate,Alone,0.5888182564908395,0,1,0.08080808080808081,0.3657066309444072,0.0,0.027826086956521737,0.0,0.022813688212927757,0.016574585635359115,0.06666666666666667,0.25925925925925924,0.10714285714285714,0.6153846153846154,0.25,0,0,0,0,0,0,0,0.8035714285714285,0.547925608011445,1,1,0.2384920634920635,0.4418604651162791,0.0,1.4,4,3,3,10,Campeões
Graduation,Partner,0.6154780186421913,0,0,0.29292929292929293,0.2665773610180844,0.20100502512562815,0.2127536231884058,0.4594594594594595,0.46387832699619774,0.08287292817679558,0.06666666666666667,0.25925925925925924,0.14285714285714285,0.3076923076923077,0.2,0,0,0,0,0,0,0,0.8571428571428571,0.2932761087267526,0,0,0.425,0.37209302325581395,0.0,1.75,3,3,4,10,Campeões
Graduation,Partner,0.21419770722474196,1,0,0.7575757575757577,0.0006697923643670462,0.01507537688442211,0.003478260869565217,0.011583011583011584,0.022813688212927757,0.04143646408839779,0.06666666666666667,0.037037037037037035,0.03571428571428571,0.15384615384615385,0.35000000000000003,0,0,0,0,0,0,1,0.4464285714285714,0.577968526466381,1,1,0.011507936507936509,0.11627906976744186,0.0,0.14285714285714285,1,1,1,3,Inativos
Graduation,Partner,0.27449019677868647,1,1,0.0,0.006697923643670462,0.0,0.0005797101449275362,0.0,0.0,0.0,0.06666666666666667,0.037037037037037035,0.0,0.15384615384615385,0.35000000000000003,0,0,0,0,0,0,0,0.5178571428571429,0.07010014306151646,2,1,0.002380952380952381,0.09302325581395349,0.0,0.14285714285714285,4,1,1,6,Potencial
